web_scraper_order,web_scraper_start_url,auto_link,marque_modele,annee,prix,kilometrage,boite_de_vitesse,region
"1786646783-70","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-qashqai-dakar-dakar-30656","Nissan Qashqai","Blanc","8 300 000","2016","Manuelle","Dakar"
"1786646790-71","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30657","Hyundai Santa Fe","Gris","10 950 000","2017","Automatique","Dakar"
"1786646794-72","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30659","Hyundai Santa Fe","Autre","13 200 000","2019","Automatique","Dakar"
"1786646798-73","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-30671","Ford Escape","Blanc","11 800 000","2021","Automatique","Dakar"
"1786646805-74","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-c250-coupe-dakar-dakar-30682","Mercedes-Benz C250 coupe","Gris","4 000 000","2016","Manuelle","Dakar"
"1786646810-75","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-sonata-dakar-dakar-30683","Hyundai Sonata","Gris","2 950 000","2013","Automatique","Dakar"
"1786646813-76","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-duster-dakar-dakar-30685","Renault Duster","Blanc","5 800 000","2019","Manuelle","Dakar"
"1786646816-77","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30691","Hyundai Santa Fe","Autre","8 000 000","2016","Automatique","Dakar"
"1786646822-78","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-3008-dakar-dakar-30694","Peugeot 3008","Autre","15 500 000","2018","Automatique","Dakar"
"1786646826-79","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-fusion-dakar-dakar-30695","Ford Fusion","Noir","4 950 000","2017","Automatique","Dakar"
"1786646828-80","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=97&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30699","Hyundai Santa Fe","Gris","7 800 000","2017","Automatique","Dakar"
"1786646845-81","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-elantra-dakar-dakar-30700","Hyundai Elantra","2014","4 600 000","100 000 km","Automatique","Dakar"
"1786646848-82","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-30701","Hyundai Tucson","Blanc","7 500 000","2019","Automatique","Dakar"
"1786646850-83","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rush-dakar-dakar-30702","Toyota Rush","2020","8 700 000","17 000 km","Automatique","Dakar"
"1786646853-84","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-ranger-dakar-dakar-30703","Ford Ranger","2020","17 500 000","90 000 km","Automatique","Dakar"
"1786646857-85","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-grandeur-dakar-dakar-30705","Hyundai Grandeur","2017","8 300 000","80 000 km","Automatique","Dakar"
"1786646859-86","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-outlander-dakar-dakar-30706","Mitsubishi Outlander","2017","9 200 000","80 000 km","Automatique","Dakar"
"1786646862-87","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-amg-gle-dakar-dakar-30707","Mercedes‒Benz AMG GLE","2020","30 000 000","71 000 km","Automatique","Dakar"
"1786646864-88","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-tucson-dakar-dakar-30708","Hyundai Tucson","2022","20 500 000","83 000 km","Automatique","Dakar"
"1786646867-89","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x3-dakar-dakar-30709","BMW X3","2018","18 500 000","80 000 km","Automatique","Dakar"
"1786646869-90","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-508-dakar-dakar-30712","Peugeot 508","2016","","144 000 km","Automatique","Dakar"
"1786646872-91","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x6-dakar-dakar-30718","BMW X6","Blanc","2 950 000","2010","Automatique","Dakar"
"1786646875-92","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-30719","Ford Focus","2015","","96 000 km","Automatique","Dakar"
"1786646877-93","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mercedes-benz-ml-class-dakar-dakar-30720","Mercedes‒Benz ML–Class","Gris","4 500 000","2018","Automatique","Dakar"
"1786646880-94","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-308-dakar-dakar-30721","Peugeot 308","Blanc","7 650 000","2016","Manuelle","Dakar"
"1786646882-95","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-edge-dakar-dakar-30723","Ford Edge","Gris","5 950 000","2017","Automatique","Dakar"
"1786646885-96","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-elantra-dakar-dakar-30727","Hyundai Elantra","2019","5 800 000","90 000 km","Automatique","Dakar"
"1786646892-97","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-renault-duster-dakar-dakar-30732","Renault Duster","2016","5 000 000","42 500 km","Manuelle","Dakar"
"1786646903-98","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x3-dakar-dakar-30748","BMW X3","2020","23 000 000","64 000 km","Automatique","Dakar"
"1786646907-99","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=96&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-asx-dakar-scmz-30749","Mitsubishi ASX","2017","7 500 000","51 000 km","Manuelle","Dakar"
"1786646921-100","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-edge-dakar-dakar-30753","Ford Edge","2012","3 300 000","116 000 km","Automatique","Dakar"
"1786646923-101","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-jeep-patriot-dakar-dakar-30755","Jeep Patriot","2016","5 900 000","163 484 km","Automatique","Dakar"
"1786646927-102","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x7-dakar-dakar-30760","BMW X7","Noir","78 000 000","2024","Automatique","Dakar"
"1786646930-103","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-s-max-dakar-dakar-30763","Ford B-MAX","Autre","5 500 000","2017","Manuelle","Dakar"
"1786646932-104","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-30769","Kia Sportage","Blanc","7 800 000","2018","Automatique","Dakar"
"1786646935-105","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-citroen-c-elysee-dakar-dakar-30770","Citroen C-Elysee","2017","3 900 000","72 000 km","Manuelle","Dakar"
"1786646938-106","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-hilux-dakar-rufisque-30771","Toyota Hilux","2019","","51 189 km","Manuelle","Rufisque"
"1786646944-107","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-30772","Ford Escape","2014","4 200 000","100 000 km","Automatique","Dakar"
"1786646949-108","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-porsche-macan-dakar-dakar-30774","Porsche Macan","2017","21 500 000","86 328 km","Automatique","Dakar"
"1786646953-109","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-3-dakar-dakar-30775","Mazda CX-3","Other","7 200 000","2016","Manuelle","Dakar"
"1786646957-110","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-30776","Ford Escape","Blanc","","2013","Automatique","Dakar"
"1786646960-111","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-rav4-dakar-dakar-30777","Toyota RAV4","2018","8 500 000","120 000 km","Automatique","Dakar"
"1786646965-112","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-toyota-land-cruiser-dakar-dakar-30779","Toyota Land Cruiser","2018","39 500 000","90 000 km","Automatique","Dakar"
"1786646968-113","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-kia-sportage-dakar-dakar-30780","Kia Sportage","Gris","4 450 000","2013","Automatique","Dakar"
"1786646971-114","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-bmw-x5-dakar-dakar-30781","BMW X5","2022","39 500 000","50 000 km","Automatique","Dakar"
"1786646974-115","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30782","Hyundai Santa Fe","2018","10 300 000","98 000 km","Automatique","Dakar"
"1786646977-116","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mazda-cx-8-dakar-dakar-30783","Mazda CX-8","N/A","","120 000 km","Automatique","Dakar"
"1786646979-117","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-chevrolet-equinox-dakar-dakar-30785","Chevrolet Equinox","2016","","117 500 km","Automatique","Dakar"
"1786646982-118","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-edge-dakar-dakar-30786","Ford Edge","Gris","4 950 000","2013","Automatique","Dakar"
"1786646985-119","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=95&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-focus-dakar-dakar-30787","Ford Focus","Bleu","2 900 000","N/A","Automatique","Dakar"
"1786646996-120","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=94&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-peugeot-406-dakar-dakar-30788","Peugeot 406","Rouge","1 250 000","N/A","Manuelle","Dakar"
"1786646998-121","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=94&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-chevrolet-tahoe-dakar-dakar-30789","Chevrolet Tahoe","Red","7 800 000","N/A","Automatique","Dakar"
"1786647006-122","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=94&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-nissan-qashqai-dakar-dakar-30790","Nissan Qashqai","Autre","3 700 000","N/A","Automatique","Dakar"
"1786647011-123","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=94&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-mitsubishi-pajero-dakar-dakar-30791","Mitsubishi Pajero","Blanc","19 000 000","N/A","Automatique","Dakar"
"1786647016-124","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=94&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-hyundai-santa-fe-dakar-dakar-30792","Hyundai Santa Fe","Blanc","10 300 000","N/A","Automatique","Dakar"
"1786647019-125","https://www.gaaraas.com/electric_cars?_=1786646200315&button=&listing%5Bbrand_id%5D=&listing%5Bcar_type%5D=1&listing%5Bmaxprice%5D=160000001&listing%5Bminprice%5D=55309&page=94&utf8=%E2%9C%93","https://www.gaaraas.com/fr/vehicle_listings/annonce-ford-escape-dakar-dakar-30793","Ford Escape","Blanc","4 300 000","N/A","Automatique","Dakar"
